user,num_users,latlon_tru,latlon_pred,haversine_distance,acc_at_161,percent
user_001ac628,0,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,0
user_001ac628,9,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,5
user_001ac628,18,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,10
user_001ac628,36,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,20
user_001ac628,71,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,40
user_001ac628,106,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,60
user_001ac628,141,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,80
user_001ac628,176,"[33.958969, -118.30278]","[32.966581500000004, -96.941848]",1981.0195116500304,0.0,100
user_002ac912,0,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,0
user_002ac912,7,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,5
user_002ac912,13,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,10
user_002ac912,26,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,20
user_002ac912,52,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,40
user_002ac912,77,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,60
user_002ac912,103,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,80
user_002ac912,128,"[40.702701, -73.74470500000001]","[41.916661, -71.40430400000001]",237.54366764196948,0.0,100
